Translating types for jansi (use_llm=true, use_rag=true)
[type 0001/1452] ✅ void -> Unit | fixed_map
[type 1435/1452] ✅ AnsiProcessor -> AnsiProcessor | custom_type
[type 1436/1452] ✅ void -> Unit | fixed_map
[type 1437/1452] ✅ String -> String | fixed_map
[type 1438/1452] ✅ byte[] -> Array<Byte> | llm
[type 1439/1452] ✅ int -> Int64 | fixed_map
[type 1440/1452] ✅ OutputStream -> OutputStream | fixed_map
[type 1441/1452] ✅ void -> Unit | fixed_map
[type 1442/1452] ✅ int -> Int64 | fixed_map
[type 1443/1452] ✅ byte -> Int8 | fixed_map
[type 1444/1452] ✅ void -> Unit | fixed_map
[type 1445/1452] ✅ byte -> Int8 | fixed_map
[type 1446/1452] ✅ int -> Int64 | fixed_map
[type 1447/1452] ✅ int -> Int64 | fixed_map
[type 1448/1452] ✅ void -> Unit | fixed_map
[type 1449/1452] ✅ void -> Unit | fixed_map
[type 1450/1452] ✅ String -> String | fixed_map
[type 1451/1452] ✅ String -> String | fixed_map
[type 1452/1452] ✅ String -> String | fixed_map
